"station","lon","lat","ecological","spatial","temporal","spatialerror","index_est_mean","index_est_low","index_est_high"
30,13.95125,43.94125,0.0500758998095989,40,0,15.737645149231,20,0,43.6064677238465
69,14.24375,42.67375,0.0625637993216515,66.8337249755859,0,16.6381206512451,33.4168624877929,8.4596815109253,58.3740434646606
70,14.24375,42.57625,0.0817466005682945,77.7082061767578,15.0084140709375,21.5371513366699,46.3583101238477,14.0525831188428,78.6640371288525
71,14.63375,42.28375,0.047078400850296,52.2441215515137,1.21226072275521,12.5074424743652,26.7281911371345,7.96702742558665,45.4893548486823
72,15.02375,42.28375,0.00784260965883732,47.5296516418457,0,9.08113098144531,9.50593032836914,4.05725173950195,14.9546089172363
73,14.92625,42.08875,0.0497093014419079,48.7359657287598,23.9568916846296,19.6353702545166,36.3464287066947,6.8933733249198,65.7994840884696
74,15.02375,41.99125,0.11226200312376,50.9778480529785,13.3045395078043,0,32.1411937803914,32.1411937803914,32.1411937803914
75,15.41375,41.99125,0.0286676995456219,60.1145248413086,0,8.88819599151611,30.0572624206543,16.7249684333801,43.3895564079285
76,15.70625,41.99125,0.017722999677062,64.9002990722656,0,18.9084796905518,32.4501495361328,4.0874300003051,60.8128690719605
